Nom_du_moteur,Energie,Architecture,Alimentation,Injection,Cylindree,Au_regime_de,Couple_maxi,Nombre_de_soupapes,Rapport_volumetrique,Norme_anti-pollution,Disposition_du_moteur,Puissance_reelle_maxi_ch,Puissance_reelle_maxi_kW,Alesage,Course,Immatriculation
e-SKYACIV,Essence,Quatre cylindres en ligne,Atmosphérique,Injection directe,1998.0,4000.0,213.0,16.0,13.0,Euro 6,Transversale Avant,165.0,121.0,83.5,91.2,61bf046c-9e44-4c33-ba55-c915f828d593
1.4CE,Essence,Quatre cylindres en ligne,Turbo,Injection multipoints,1397.0,2250.0,190.0,16.0,9.1,Euro 6,Transversale Avant,130.0,96.0,78.0,73.1,4e121217-12d7-42f3-9fcc-1d6678ae941d
1.5i125ch,Hybride,Trois cylindres en ligne,Turbocompresseur,Injection directe essence,1499.0,5000.0,220.0,12.0,11.0,Euro 6,Transversale Avant,125.0,92.0,82.0,94.6,57723fe9-9d65-4a64-9ba3-f25c6b8771e7
3.0HP170,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2998.0,3000.0,400.0,16.0,19.0,Euro 6,Transversale Avant,170.0,125.0,95.8,104.0,bbc7a384-f78e-4bb0-a9f4-a93775e6446a
1.416v-jet,Essence,Quatre cylindres en ligne,Turbo,Injection multipoints,1368.0,3000.0,250.0,16.0,13.88,Euro 6,Transversale Avant,180.0,132.0,72.0,84.0,5515a928-6d9e-4f9a-9c6f-22fa73681252
2.0EcoBlue130,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1997.0,3497.79,360.0,16.0,13.88,Euro 6,Transversale Avant,131.0,96.0,81.78,87.35,31e80e34-edfb-4a49-ac86-416a6e4c201b
125.0,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,125.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,150.0,112.62,81.78,87.35,0e0608a9-a42d-4dd1-893c-40d59a956601
2.0i218ch,Essence,Quatre cylindres en ligne,Turbo,Injection directe,1997.0,5000.0,310.0,16.0,10.0,Euro 5,Longitudinale Avant,218.0,160.0,84.0,90.1,43156a31-0f7f-4b2c-ad3f-0a28cfce69ab
1.616v,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1587.0,4000.0,147.0,16.0,11.0,Euro 3,Transversale Avant,110.0,80.0,78.5,82.0,ea001560-f77d-44a3-867a-18b1c694d2c0
98VV-i,Hybride,Quatre cylindres en ligne,Atmosphérique,Injection directe à rampe commune,1798.0,3600.0,142.0,16.0,13.0,Euro 6,Transversale Avant,98.0,72.0,80.5,88.3,cd04d633-d48c-496b-a90a-f3d0733baa61
2.8i,Essence,Six cylindres en ligne,Atmosphérique,Injection,2793.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,194.0,142.0,81.78,87.35,0f16355f-d1a4-485b-9d45-d2147a486b56
D3,Diesel,Cinq cylindres en ligne,Turbocompresseur,Injection directe à rampe commune,1984.0,3500.0,350.0,20.0,16.5,Euro 5,Transversale Avant,136.0,100.0,81.0,77.0,7d44cb15-465b-4ddc-a51a-2aba50c43e4b
2.0D143,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1995.0,4000.0,305.0,16.0,16.5,Euro 5,Longitudinale Avant,143.0,105.0,84.0,90.0,cdb7abc3-f805-4f08-a9ff-09d65cbf7be9
1.7CDI100,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1686.0,2300.0,240.0,16.0,18.4,Euro 4,Transversale Avant,100.0,74.0,79.0,86.0,050d7d51-4b9c-4302-bb72-d93a25797f6e
1.0ESI115,Essence,Trois cylindres en ligne,Turbo,Injection directe essence,999.0,5000.0,200.0,12.0,10.5,Euro 6,Transversale Avant,115.0,85.0,74.5,76.4,a2422f28-a1f6-4c3d-bdad-86d6ba8625dd
1.3CDI95,Diesel,Quatre cylindres en ligne,Turbo,Injection directe à rampe commune,1248.0,3750.0,190.0,16.0,13.88,Euro 6,Transversale Avant,95.0,70.0,81.78,87.35,d485b18c-1176-4088-bdcb-57fc669e26e9
2.0DCi170,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection électronique,1996.0,3500.0,405.0,16.0,13.88,Euro 6,Transversale Avant,170.0,125.0,81.78,87.35,131a2973-fefd-4a5c-a991-90c966d16dd0
2.0D143,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1995.0,4000.0,305.0,16.0,16.5,Euro 6,Longitudinale Avant,143.0,105.0,84.0,90.0,503175c8-90b9-4716-9dbb-89f7f4ff6637
2.0DI140,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1968.0,4200.0,320.0,16.0,16.0,Euro 5,Transversale Avant,140.0,103.0,81.0,95.5,4e8d8cdf-3704-4447-9c5b-d4ae60a01261
3.0CDI,Diesel,Six cylindres en V,Turbo à géométrie variable,Injection directe à rampe commune,2987.0,3800.0,440.0,24.0,13.88,Euro 6,Longitudinale Avant,190.0,140.0,81.78,87.35,f9aa35ea-634b-4794-8528-6977a5353eef
85.0,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,85.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,150.0,112.62,81.78,87.35,427dee2e-b3d4-439f-9740-1a3c5f338ba0
2.0SI,Essence,Quatre cylindres en ligne,Turbocompresseur,Injection directe,1984.0,3497.79,350.0,16.0,13.88,Euro 6,Transversale Avant,272.0,200.0,81.78,87.35,f1eab354-346c-4d1f-8df3-8765d0742716
3.0BiDI320,Diesel,Six cylindres en V,Bi-Turbos,Injection directe à rampe commune,2967.0,3900.0,650.0,24.0,13.88,Euro 6,Transversale Avant,320.0,235.0,81.78,87.35,3508df78-e16b-4e65-ba6f-d025065ca527
220CDI,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2148.0,2000.0,340.0,16.0,18.0,Euro 4,Longitudinale Avant,150.0,110.0,88.0,88.3,8d3cfc7b-0031-404d-ba6d-3ec5fa22a0f0
1.416v-jet,Essence,Quatre cylindres en ligne,Turbo,Injection multipoints,1368.0,3000.0,250.0,16.0,13.88,Euro 6,Transversale Avant,180.0,132.0,72.0,84.0,23df446d-7660-438e-a991-8108e26a3947
3.0dV6,Diesel,Six cylindres en V,Turbo à géométrie variable,Injection directe à rampe commune,2993.0,1750.0,550.0,24.0,16.0,Euro 5,Longitudinale Avant,238.0,175.0,84.0,90.0,d6cb2ccd-f294-486d-8ee6-910684a54395
2.2SKYAC-D150,Diesel,Quatre cylindres en ligne,Turbocompresseur,Injection directe à rampe commune,2191.0,4500.0,380.0,16.0,14.4,Euro 6,Transversale Avant,150.0,110.0,86.0,94.3,3a6a2fc1-74be-41a2-81bd-0615b316cb86
2.0,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1999.0,4500.0,185.0,16.0,10.8,Euro 4,Transversale Avant,145.0,107.0,87.5,83.1,312a3fcf-35d0-44bc-a078-6528fdc014e8
1.0,Essence,Trois cylindres en ligne,Turbo,Injection directe essence,898.0,2500.0,135.0,12.0,13.88,Euro 6,Centrale Arrière,90.0,66.0,81.78,87.35,6513ee78-bb45-4d06-938d-810975cb64ad
3.0DI245,Diesel,Six cylindres en V,Turbo,Injection directe à rampe commune,2967.0,3250.0,500.0,24.0,13.88,Euro 6,Longitudinale Avant,245.0,180.0,81.78,87.35,a913e5b6-913d-4e29-a767-7b17fb4daec8
2.0DI120,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1968.0,4000.0,290.0,16.0,16.5,Euro 5,Longitudinale Avant,120.0,88.0,81.0,95.5,a5659c44-33fc-49d3-a69f-c74543353636
2.3dCi150,Diesel,Quatre cylindres en ligne,Turbo,Injection directe à rampe commune,2298.0,1500.0,350.0,16.0,13.88,Euro 5,Transversale Avant,146.0,107.0,81.78,87.35,217fdd77-7810-4a56-8380-959b7d024d15
2.0i184ch,Essence,Quatre cylindres en ligne,Turbo,Injection directe essence,1998.0,5000.0,270.0,16.0,11.0,Euro 6,Longitudinale Avant,184.0,135.0,82.0,94.6,61fc4152-da25-46cf-9793-788159a69c7e
e-SKYACIV,Electrique,Synchrone à courant alternatif,Turbo à géométrie variable,Batterie lithium-ion,1887.85,3497.79,271.0,15.58,13.88,Euro 6,Transversale Avant,145.0,107.0,81.78,87.35,2531897c-d7c7-4ceb-8d32-e7f378541bed
1200.0,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection multipoints,1157.0,8250.0,130.0,16.0,13.88,Euro 6,Vertical,167.0,123.0,79.0,59.0,5c92b53e-08a9-4232-87dc-59e1b3fb9191
2.0D143,Diesel,Quatre cylindres en ligne,Turbocompresseur,Injection directe à rampe commune,1995.0,4000.0,305.0,16.0,16.5,Euro 6,Transversale Avant,143.0,105.0,84.0,90.0,cbce4885-defa-41f1-a53e-75840c4a777a
5.0,Essence,Cinq cylindres en ligne,Turbo Haute Pression,Injection multipoints,2319.0,2400.0,330.0,20.0,8.5,Euro 6,Transversale Avant,250.0,184.0,81.0,90.0,b3693beb-7323-4132-8b25-e78eaba36608
2.0EcoBlue130,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection électronique,1996.0,3500.0,385.0,16.0,16.5,Euro 6,Transversale Avant,131.0,96.0,84.0,90.0,a0a23921-0132-42da-bc16-b329bac931d2
1.6HDi115,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1560.0,3600.0,240.0,8.0,13.88,Euro 5,Transversale Avant,115.0,84.0,75.0,88.3,11860bd8-8581-4a22-9b44-cf2a8d868799
1.5d95,Diesel,Trois cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1496.0,4000.0,235.0,12.0,16.5,Euro 6,Longitudinale Avant,95.0,70.0,84.0,90.0,6c8d28fc-90c3-4fcf-834a-35a59c03d805
3.0HP146,Diesel,Quatre cylindres en ligne,Turbo,Injection directe à rampe commune,2998.0,3000.0,350.0,16.0,17.5,Euro 5,Transversale Avant,146.0,107.0,95.8,104.0,2ac0f21c-3089-4c45-8713-91fa0819fa9c
2.4D180,Diesel,Quatre cylindres en ligne,Turbo,Injection directe à rampe commune,2442.0,2500.0,430.0,16.0,15.5,Euro 6,Longitudinale Avant,181.0,133.0,86.0,105.1,6abe6ed1-8905-4bb5-8aaa-aa9646ba8c78
250d,Diesel,Quatre cylindres en ligne,Turbocompresseur,Injection directe par rampe commune,2143.0,3800.0,440.0,16.0,13.88,Euro 6,Transversale Avant,190.0,140.0,81.78,87.35,b5644d3e-9bd2-4425-bd26-dd388fdf33a1
1.5D,Diesel,Trois cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1496.0,4000.0,270.0,12.0,16.5,Euro 6,Transversale Avant,116.0,85.0,84.0,90.0,ea076145-7cef-4347-a923-ca6540c5e5c4
1.9DI105,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe par injecteurs pompes,1896.0,1900.0,250.0,8.0,19.0,Euro 4,Transversale Avant,105.0,77.0,79.5,95.5,81c8b33a-bebe-4742-a434-572450e65f73
1868.0,Essence,Bicylindre en V,Turbo à géométrie variable,Injection électronique,1868.0,3250.0,164.0,8.0,10.5,Euro 5,Transversale Avant,93.0,69.0,102.0,114.0,5a4042f8-e2d7-4429-9194-877534b2f506
1.8FSI,Essence,Quatre cylindres en ligne,Compresseur volumétrique,Injection directe essence,1798.0,1500.0,250.0,16.0,9.6,Euro 4,Transversale Avant,160.0,118.0,82.5,84.1,1ff2166d-9647-4897-a5bc-180ebc612580
1.6,Essence,Quatre cylindres en ligne,Atmosphérique,Injection,1595.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,100.0,74.0,81.78,87.35,10998f9c-ef04-4db7-9c0e-59a2a3c4c251
1.6DI116,Diesel,Quatre cylindres en ligne,Turbo,Injection directe à rampe commune,1598.0,3250.0,250.0,16.0,13.88,Euro 6,Longitudinale Avant,116.0,85.0,81.78,87.35,dbeee301-e6bd-44a8-9635-e8e0f305ff65
2.0DI140,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe par injecteurs pompes,1968.0,1750.0,320.0,16.0,18.5,Euro 4,Transversale Avant,140.0,103.0,81.0,95.5,38b6fe37-6797-458b-8ca4-753ba0e02d96
3.0i,Essence,Six cylindres en ligne,Atmosphérique,Injection multipoints,2996.0,2750.0,320.0,24.0,10.7,Euro 4,Longitudinale Avant,272.0,200.0,85.0,88.0,e7f307e1-6ad6-4869-996e-97f587ef54cd
1.3,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1328.0,4500.0,110.0,16.0,9.5,Euro 6,Longitudinale Avant,81.0,60.0,78.0,69.5,3ff9f950-9b07-47c7-9fd8-569c12b6fe30
999.0,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,998.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,150.0,112.62,81.78,87.35,021027ae-723e-4754-8313-fd765a1582b6
2.0DI122,Diesel,Quatre cylindres en ligne,Turbocompresseur,Injection directe à rampe commune,1968.0,2900.0,300.0,16.0,13.88,Euro 6,Transversale Avant,122.0,90.0,81.78,87.35,01cb4381-d77f-4d25-96ba-1cf10bcdfca1
3.0i,Essence,Six cylindres en ligne,Atmosphérique,Injection directe essence,2996.0,2750.0,320.0,24.0,10.7,Euro 5,Longitudinale Avant,272.0,200.0,85.0,88.0,32e2c3dd-0292-4559-be4e-98b98642d91d
2.5,Essence,Cinq cylindres en ligne,Atmosphérique,Injection,2435.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,170.0,125.0,81.78,87.35,70938c05-a65a-409d-b70b-1870622fe67d
2.0t,Essence,Quatre cylindres en ligne,Turbo Basse Pression,Injection multipoints,1985.0,1800.0,240.0,16.0,9.3,Euro 6,Transversale Avant,150.0,110.0,90.0,78.0,0f42be44-595e-477b-8aec-f3e8d14bf6fe
1.7CDI75,Diesel,Quatre cylindres en ligne,Turbo Basse Pression,Injection directe à rampe commune,1689.0,1500.0,160.0,16.0,19.0,Euro 6,Transversale Avant,75.0,55.0,80.0,84.0,391375c9-fe49-42d7-a9dd-99507d0b532d
43AMG,Essence,Six cylindres en ligne,Bi-Turbos,Injection directe,2999.0,5500.0,500.0,24.0,13.88,Euro 6,Longitudinale Avant,367.0,270.0,81.78,87.35,fa860c12-f914-4d9d-bef6-0aee9d4b0c71
111CDI,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1598.0,3800.0,270.0,16.0,15.4,Euro 6,Transversale Avant,114.0,84.0,80.0,79.5,9f6f56a5-ca04-4934-9d81-1504ea0932cb
300e,Hybride,Quatre cylindres en ligne,Turbo,Injection directe essence,1999.0,6100.0,320.0,16.0,13.88,Euro 6,Longitudinale Avant,204.0,150.0,81.78,87.35,68d589fd-2fa6-481b-af81-52c42bc0dc2d
2.0i156ch,Essence,Quatre cylindres en ligne,Turbo,Injection directe essence,1998.0,4500.0,250.0,16.0,11.0,Euro 6,Longitudinale Avant,156.0,115.0,82.0,94.6,a275c0ec-ca70-4180-991c-b72a5d0bac6c
2.0DI150,Diesel,Quatre cylindres en ligne,Turbo,Injection directe à rampe commune,1968.0,3250.0,340.0,16.0,18.5,Euro 6,Transversale Avant,150.0,110.0,81.0,95.5,ad0e57ee-b97d-427c-be2e-d2b624b1e1ca
1.4FSI,Essence,Quatre cylindres en ligne,Compresseur volumétrique,Injection directe essence,1390.0,5000.0,200.0,8.0,10.0,Euro 4,Transversale Avant,125.0,92.0,76.5,75.6,fc294628-c84e-416e-a675-ac9b806ec419
2.0d143,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1995.0,4000.0,320.0,16.0,16.5,Euro 5,Longitudinale Avant,143.0,105.0,84.0,90.0,ecb2b998-ad0c-4949-a53f-c4e2fa8f688b
1.5dCi75,Diesel,Quatre cylindres en ligne,Turbocompresseur,Injection directe à rampe commune,1461.0,1750.0,180.0,8.0,17.9,Euro 5,Transversale Avant,75.0,55.0,76.0,80.5,991277c7-5db7-4acf-99e3-0632480863f1
3.0d286,Diesel,Six cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2993.0,4000.0,620.0,24.0,16.5,Euro 6,Longitudinale Avant,286.0,210.0,84.0,90.0,7fc41644-cd04-46e1-a53d-c33bd2bb7a85
2.016v,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1998.0,3750.0,191.0,16.0,13.88,Euro 4,Transversale Avant,135.0,99.0,82.7,93.0,a6d62ed3-c347-410d-9b30-6621c4214d43
1.6DI115,Diesel,Quatre cylindres en ligne,Turbocompresseur,Injection directe essence,1598.0,5500.0,250.0,16.0,13.88,Euro 6,Transversale Avant,115.0,85.0,81.78,87.35,2f994de7-81b4-4458-8f4e-4b11f2609c4d
400.0,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,400.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,150.0,112.62,81.78,87.35,6422e9bf-cdfe-4fc4-8c29-cb6a53e45cf7
125.0,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,125.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,150.0,112.62,81.78,87.35,c650bfe2-a40f-43dc-89c8-c7aa28bbdd5b
1.5DCi75,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1498.0,1750.0,185.0,8.0,13.88,Euro 5,Transversale Avant,75.0,55.0,81.78,87.35,9a78622c-1a7b-449c-8fe3-ac607e56211b
3.0DI204,Diesel,Six cylindres en V,Turbo à géométrie variable,Injection directe à rampe commune,2967.0,3750.0,400.0,24.0,16.8,Euro 5,Longitudinale Avant,204.0,150.0,83.0,91.4,d35aed2f-a03d-466b-afa2-8646036c742a
1.616v,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1598.0,4200.0,152.0,16.0,10.0,Euro 4,Transversale Avant,115.0,83.0,79.5,80.5,ecb5bcb0-b6bd-4874-ae6e-546033b0cba9
2.0d190,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1995.0,4000.0,400.0,16.0,16.5,Euro 6,Longitudinale Avant,190.0,140.0,84.0,90.0,c5df41d2-f6a1-4a93-aeba-f3f3d95b88ba
63AMG,Essence,Huit cylindres en V,Turbo,Injection directe essence,3982.0,5750.0,850.0,32.0,13.88,Euro 6,Longitudinale Avant,612.0,450.0,81.78,87.35,77e512ef-120b-42bf-af5f-dfb25afd8c17
2.0D180,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1999.0,1500.0,430.0,16.0,15.5,Euro 6,Longitudinale Avant,180.0,132.0,83.0,92.4,d6845ec0-8d54-463a-b845-957aba2190be
1.5dCi90,Diesel,Quatre cylindres en ligne,Turbo Haute Pression,Injection directe à rampe commune,1461.0,1750.0,200.0,8.0,15.2,Euro 5,Transversale Avant,90.0,66.0,76.0,80.5,26459f8e-c057-401d-8012-142cee726942
2.0,Essence,Quatre cylindres en ligne,Turbo à double entrée,Injection directe essence,1998.0,5000.0,280.0,16.0,11.0,Euro 6,Transversale Avant,192.0,141.0,82.0,94.6,ccbf4468-f915-406e-860d-8376586438e6
2.5,Essence,Cinq cylindres en ligne,Turbo,Injection,2521.0,3497.79,294.79,20.0,13.88,Euro 6,Transversale Avant,210.0,154.0,81.78,87.35,b9227839-069b-40e2-9f0c-6735d80b6b84
1.5,Essence,Trois cylindres en ligne,Turbo à double entrée,Injection directe essence,1499.0,1400.0,190.0,12.0,11.0,Euro 6,Transversale Avant,102.0,75.0,82.0,94.6,306f2ed5-bf17-4196-96b7-9d827f103c80
2.0d190,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1995.0,4000.0,400.0,16.0,16.5,Euro 6,Longitudinale Avant,190.0,140.0,84.0,90.0,3029ee8e-23c9-4841-a4a6-525588a74069
2.0Di100,Diesel,Quatre cylindres en ligne,Turbo Haute Pression,Injection directe par injecteurs pompes,1994.0,1950.0,230.0,16.0,18.5,Euro 6,Transversale Avant,100.0,74.0,84.0,90.0,22745bb4-bcca-4b11-baae-2e2ac0d439d9
1.8,Hybride,Quatre cylindres en ligne,Atmosphérique,Injection directe essence,1798.0,3600.0,142.0,16.0,13.0,Euro 6,Transversale Avant,98.0,72.0,80.5,88.3,2bba04ca-9cc1-42cd-8b39-11de0c393e7e
2.0d184,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1995.0,4000.0,380.0,16.0,16.5,Euro 6,Longitudinale Avant,184.0,135.0,84.0,90.0,5cb4eede-510e-4f53-934a-51746beda263
1.5dCi90,Diesel,Quatre cylindres en ligne,Turbo Haute Pression,Injection directe à rampe commune,1461.0,1750.0,220.0,8.0,15.5,Euro 5,Transversale Avant,90.0,66.0,76.0,80.5,5dcfaf59-920f-4f9e-9847-472ce539ba41
2.0dCi150,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1995.0,2000.0,360.0,16.0,15.1,Euro 5,Transversale Avant,150.0,110.0,84.0,90.0,06fdab94-46c2-45a9-b5ef-11b7a907a91c
1.6DCi90,Diesel,Quatre cylindres en ligne,Turbo Haute Pression,Injection directe à rampe commune,1560.0,1750.0,215.0,16.0,13.88,Euro 4,Transversale Avant,90.0,66.0,75.0,88.3,a9ea74ae-b1d7-4ffb-a355-070d5726495c
1.6e+150,Essence,Quatre cylindres en ligne,Turbo,Injection directe essence,1597.0,1600.0,240.0,16.0,13.88,Euro 5,Transversale,150.0,110.0,81.78,87.35,7eb1979d-ea06-42b5-91e4-9ebf9c73fa72
2.3HPI136,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2287.0,3497.79,370.0,16.0,13.88,Euro 6,Transversale Avant,137.0,101.0,81.78,87.35,261509c4-9fda-4569-b44a-350bfa46af37
3.0CDI,Diesel,Six cylindres en V,Turbo à géométrie variable,Injection directe à rampe commune,2987.0,3800.0,440.0,24.0,13.88,Euro 6,Longitudinale Avant,190.0,140.0,81.78,87.35,2ae3d44b-f010-4002-9e94-a0fb65b531ed
1.0SI116,Essence,Trois cylindres en ligne,Turbocompresseur,Injection directe essence,999.0,5500.0,200.0,12.0,13.88,Euro 6,Transversale Avant,116.0,85.0,81.78,87.35,6be89964-37f9-4faa-b59d-c66fdcc081f4
1.6,Essence,Quatre cylindres en ligne,Turbocompresseur,Injection directe essence,1598.0,5500.0,240.0,16.0,10.5,Euro 5,Transversale Avant,184.0,135.0,77.0,85.8,500ed089-1aa1-4e54-96c5-586612d0e308
2.8FSI,Essence,Six cylindres en V,Atmosphérique,Injection directe essence,2773.0,5250.0,280.0,24.0,12.0,Euro 5,Longitudinale Avant,204.0,150.0,84.5,82.4,1e9d80a7-9783-4324-b21c-6d4c1632a500
2.3HPi126,Diesel,Quatre cylindres en ligne,Turbo,Injection directe à rampe commune,2287.0,2800.0,320.0,16.0,16.2,Euro 5,Transversale Avant,126.0,93.0,88.0,94.0,a1978006-c959-482c-ae86-b48cce4e9ba8
125.0,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,125.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,150.0,112.62,81.78,87.35,3be25402-45fb-435a-873f-b9c177dbabb3
1.5,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1499.0,3700.0,131.0,8.0,10.3,Euro 6,Transversale Avant,76.0,56.0,82.0,75.6,f00dea92-5b3b-4cea-8487-28be86eac3e5
3.0G136,Gaz,Quatre cylindres en ligne,Turbo,Injection Multipoints,2998.0,2750.0,350.0,16.0,12.5,Euro 5,Transversale Avant,136.0,100.0,95.8,104.0,f7959523-243d-41ff-89f5-bf0298b0f8fa
125.0,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,125.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,150.0,112.62,81.78,87.35,8521483e-0f43-4c0c-8984-5070ad808883
1.6Mjt125,Diesel,Quatre cylindres en ligne,Bi-Turbos,Injection directe à rampe commune,1598.0,1500.0,320.0,16.0,15.4,Euro 6,Transversale Avant,125.0,92.0,80.0,79.5,270a17cc-7d24-469e-a1cc-14cde09e179d
1.0,Essence,Trois cylindres en ligne,Turbo,Injection directe essence,999.0,3000.0,180.0,12.0,10.5,Euro 6,Transversale Avant,114.0,84.0,72.2,81.3,bb8687f8-1929-4f1d-94d9-cfaebc7a21a3
3.0i,Essence,Six cylindres en ligne,Atmosphérique,Injection multipoints,2996.0,2400.0,270.0,24.0,12.0,Euro 4,Longitudinale Avant,218.0,160.0,85.0,88.0,f4ca5ba5-850b-4ee1-b90b-0fc2179881d6
2.0i170ch,Essence,Quatre cylindres en ligne,Atmosphérique,Injection directe essence,1995.0,4250.0,210.0,16.0,12.0,Euro 5,Longitudinale Avant,170.0,125.0,84.0,90.0,820255f3-f681-4c68-9a9d-f9fd34b73f06
2.0DI140CR,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1968.0,4200.0,320.0,16.0,18.5,Euro 4,Transversale Avant,140.0,103.0,81.0,95.5,6c7122d5-1511-4eae-9851-fbe08943344a
Electrique,Electrique,Synchrone à aimants permanents,Turbo à géométrie variable,Batterie lithium-ion,1887.85,3497.79,265.0,15.58,13.88,Euro 6,Transversale Avant,204.0,150.0,81.78,87.35,d33d1f64-3092-48e6-b641-3eba2ca053a1
2.0EcoBlue105,Diesel,Quatre cylindres en ligne,Turbocompresseur,Injection directe par rampe commune,1995.0,1375.0,360.0,16.0,13.88,Euro 6,Transversale Avant,105.0,77.0,81.78,87.35,d9f48f27-4520-45e2-8ba3-6a83cd74f917
1.6BlueHDi120,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1560.0,1750.0,300.0,8.0,13.88,Euro 6,Transversale Avant,120.0,88.0,75.0,88.3,ec139903-d7d3-4e58-8ab3-cef614b70da8
2.0D240,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1999.0,4000.0,500.0,16.0,15.5,Euro 6,Transversale Avant,241.0,177.0,83.0,92.35,6020639d-a47e-4676-895b-874ed05f3121
0.9winAir,Essence,Deux cylindres en ligne,Turbo,Injection multipoints,875.0,1900.0,145.0,4.0,10.0,Euro 5,Transversale Avant,85.0,62.0,80.5,86.0,70a07920-e6de-4166-9818-7b167e61a280
1.816v,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1783.0,3750.0,170.0,16.0,9.8,Euro 2,Transversale Avant,118.0,85.0,82.7,83.0,ea1ddced-e98e-47ef-b903-063a7ac00413
2.4i-VEC,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,2354.0,4400.0,230.0,16.0,13.88,Euro 5,Transversale Avant,200.0,148.0,87.0,89.0,66de1e9a-1e69-436f-bc0d-98d9526873e4
2.2DI-D,Diesel,Quatre cylindres en ligne,Turbocompresseur,Injection directe à rampe commune,2268.0,3500.0,360.0,16.0,14.9,Euro 6,Transversale Avant,150.0,110.0,86.0,97.6,36d128c3-d98c-45c0-9539-98a55eeabdac
1.4SI,Essence,Quatre cylindres en ligne,Turbo,Injection directe essence,1395.0,4500.0,250.0,16.0,10.5,Euro 5,Transversale Avant,140.0,103.0,74.5,80.0,a392c620-b02f-4cb9-b538-8ac8824bc6e6
